sentence,ID,clean sentence,start_index,end_index,phrase,syllables,length,pos,dep num,lemma,synonyms,hypernyms,hyponyms,ogden,simple_wiki,cald,cnc,img,aoa,phon,sub_imdb,google frequency,KFCAT,FAM,KFSMP,KFFRQ,NPHN,TLFRQ
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,92,97,asian,2,5,JJ,0,asian,2,2,51,0,1,0,0,0,0,0,0,44.521076,10,0,8,5,0,0
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,136,140,gift,1,4,NN,3,gift,5,1,16,0,0,4,533,553,0,0,1,46.316984,33,566,30,12,0,351
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,14,20,intent,2,6,NN,1,intent,3,1,6,0,0,6,0,0,0,6,0,25.47884,14,0,14,8,6,101
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3,9,showed,1,6,VBD,4,show,16,1,14,1,1,0,402,424,0,2,1,120.803604,287,559,190,15,2,2032
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,24,31,conquer,2,7,VB,3,conquer,3,1,8,0,0,5,0,0,0,5,1,7.259523,4,0,3,3,5,91
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,36,44,entirety,4,8,NN,2,entirety,1,1,1,0,0,0,0,0,0,7,0,4.432652,7,0,7,4,7,0
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,52,59,persian,2,7,NNP,0,persian,3,1,1,0,1,0,0,0,0,5,0,17.558102,10,0,5,5,5,0
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,70,78,throwing,2,8,VBG,4,throw,20,1,13,1,0,0,400,477,264,3,1,16.332886,42,548,37,13,3,331
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,60,66,empire,3,6,NNP,3,empire,5,1,0,0,1,5,429,470,0,0,1,65.010503,22,479,18,6,0,89
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,81,86,spear,1,5,NN,1,spear,4,1,3,0,0,0,584,545,0,0,1,7.653995,7,513,4,4,0,19
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,98,102,soil,1,4,NN,2,soil,5,1,0,0,1,4,581,566,347,3,0,102.456223,54,516,23,11,3,344
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,117,125,accepted,3,8,VBD,3,accept,11,1,9,1,0,5,0,0,0,0,1,97.28422,72,0,48,12,0,667
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,126,130,asia,2,4,NNP,0,asia,2,0,0,0,1,0,0,0,0,0,0,64.556742,0,0,0,0,0,0
He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .,150,154,gods,1,4,NNS,2,god,4,0,0,1,1,0,365,461,0,0,1,44.193709,318,567,91,14,0,710
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",103,107,army,2,4,NN,1,army,3,1,5,1,1,6,543,578,317,3,1,168.994726,132,555,67,14,3,340
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",153,158,march,1,5,VB,3,march,14,1,0,0,1,5,440,497,269,4,1,0.0,120,539,68,11,4,587
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",108,116,mutinied,3,8,VBD,7,mutiny,2,1,0,0,1,0,367,447,0,7,0,0.387379,3,428,3,3,7,12
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",67,72,years,1,5,NNS,2,year,4,1,12,1,1,0,364,428,269,2,1,867.882731,660,601,213,15,2,6864
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",133,138,river,2,5,NNP,3,river,1,1,0,1,1,1,585,633,0,0,1,173.485953,165,565,69,13,0,455
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",90,99,alexander,4,9,NNP,1,alexander,2,1,0,0,1,0,0,0,0,0,0,43.0288,45,0,21,10,0,0
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",0,7,fearing,2,7,VBG,2,fear,8,1,11,1,1,0,326,394,0,3,1,6.549051,127,569,73,15,3,711
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",12,20,prospect,2,8,NN,2,prospect,7,1,0,0,0,5,0,0,0,8,0,23.687726,25,0,19,10,8,195
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",54,63,exhausted,3,9,VBN,1,exhaust,7,2,0,0,0,3,467,520,429,0,0,9.935402,7,510,7,6,0,151
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",24,30,facing,2,6,VBG,0,face,22,1,1,1,0,0,599,581,166,0,1,321.557459,371,612,189,15,0,3902
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",37,42,large,1,5,JJ,0,large,11,1,0,1,1,2,0,449,0,0,1,539.061087,361,634,214,15,0,1697
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",43,49,armies,2,6,NNS,5,army,3,1,5,1,1,0,543,578,317,3,1,19.338355,132,555,67,14,3,340
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",76,87,campaigning,3,11,NN,1,campaigning,4,1,4,0,0,0,0,0,0,0,0,3.404672,0,0,0,0,0,0
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",124,132,hyphasis,3,8,NNP,0,hyphasis,0,0,0,0,0,0,0,0,0,0,0,0.024458,0,0,0,0,0,0
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",141,149,refusing,3,8,VBG,1,refuse,7,1,0,1,0,0,426,419,394,0,1,10.622131,16,518,16,7,0,564
"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Fearing the prospect of facing other large armies and exhausted by years of campaigning , Alexander 's army mutinied at the Hyphasis River , refusing to march further east .",167,171,east,1,4,RB,0,east,7,1,0,1,1,2,363,497,0,0,1,0.0,183,574,83,13,0,288
"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",82,89,january,4,7,NNP,2,january,1,1,0,0,1,0,0,0,0,8,0,132.584134,53,0,32,10,8,0
"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",29,41,organization,5,12,NN,4,organization,7,1,35,0,1,4,0,0,0,10,1,199.318785,127,0,71,11,10,385
"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",0,7,started,2,7,VBN,6,start,22,1,11,1,0,0,0,0,0,4,1,164.277338,154,0,107,15,4,2207
"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",13,22,political,4,9,JJ,0,political,3,0,0,1,1,3,0,0,0,0,1,504.181432,258,0,103,13,0,452
"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",63,72,political,4,9,JJ,0,political,3,0,0,1,1,3,0,0,0,0,1,504.181432,258,0,103,13,0,452
"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",23,28,youth,1,5,NN,0,youth,6,1,5,1,1,3,439,507,431,0,1,77.749639,82,551,44,14,0,480
"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",113,122,elections,3,9,NNS,2,election,4,1,5,1,0,0,343,435,528,7,0,41.796482,77,535,30,9,7,158
"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",73,78,party,2,5,NN,2,party,6,1,34,1,1,2,496,596,0,0,1,288.723702,216,619,87,15,0,1442
"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",97,104,running,2,7,VBG,1,run,57,1,3,1,1,4,0,0,0,0,1,189.036204,212,0,137,15,0,1643
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",179,189,decorative,3,10,JJ,0,decorative,1,0,0,0,0,4,0,0,0,9,0,9.17439,8,0,6,4,9,87
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",190,196,artist,2,6,NN,2,artist,1,1,23,0,0,2,554,600,0,0,1,42.522051,57,547,34,10,0,309
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",155,158,art,1,3,NNP,0,art,4,1,15,1,1,2,440,493,0,2,1,242.728779,208,529,79,14,2,537
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",13,18,mucha,2,5,NNP,12,mucha,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",135,140,mucha,2,5,NNP,12,mucha,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",227,232,style,1,5,NN,3,style,12,1,9,0,1,3,344,416,419,4,1,127.465755,98,555,54,13,4,301
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",159,166,nouveau,2,7,NNP,2,nouveau,0,0,0,0,0,0,0,0,0,0,0,2.508408,0,0,0,0,0,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",115,122,english,2,7,NNP,1,english,6,1,10,1,1,0,0,0,0,0,1,276.124005,195,0,87,15,0,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",21,26,czech,1,5,NNP,0,czech,4,1,0,0,1,0,0,0,0,4,0,9.075228,0,0,0,0,4,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",149,154,czech,1,5,NNP,0,czech,4,1,0,0,1,0,0,0,0,4,0,9.075228,0,0,0,0,4,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",0,6,alfons,2,6,NNP,0,alfons,0,0,0,0,0,0,0,0,0,0,0,0.207189,0,0,0,0,0,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",7,12,maria,3,5,NNP,0,maria,2,1,0,0,1,0,0,0,0,0,1,30.451983,0,0,0,0,0,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",27,40,pronunciation,5,13,NN,6,pronunciation,2,1,5,0,0,3,0,0,0,12,0,5.853659,0,0,0,0,12,4
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",45,52,ˈalfons,2,7,NNS,0,ˈalfons,0,0,0,0,0,0,0,0,0,0,0,0.207189,0,0,0,0,0,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",53,58,ˈmuxa,0,5,NN,1,ˈmuxa,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",63,69,listen,2,6,VB,2,listen,3,1,5,1,0,2,408,378,0,0,1,56.450337,51,543,43,13,0,1284
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",77,81,july,2,4,NNP,3,july,1,1,0,0,1,0,0,0,0,0,1,153.997973,65,0,39,11,0,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",92,96,july,2,4,NNP,3,july,1,1,0,0,1,0,0,0,0,0,1,153.997973,65,0,39,11,0,0
"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK,"Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .",126,134,alphonse,2,8,NNP,0,alphonse,0,0,0,0,0,0,0,0,0,0,0,1.070891,0,0,0,0,0,0
