sentence,ID,clean sentence,start_index,end_index,phrase,syllables,length,pos,dep num,lemma,synonyms,hypernyms,hyponyms,ogden,simple_wiki,cald,cnc,img,aoa,phon,sub_imdb,google frequency,KFCAT,FAM,KFSMP,KFFRQ,NPHN,TLFRQ
"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",3CESM1J3EI4QFF38UEMBPYYX0SK6W8,"Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",250,257,bangkok,2,7,NNP,2,bangkok,1,0,0,0,0,0,0,0,0,0,0,5.425017,0,0,0,0,0,0
"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",3CESM1J3EI4QFF38UEMBPYYX0SK6W8,"Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",166,174,backpack,2,8,NN,1,backpack,2,1,1,0,0,2,0,0,0,0,0,1.691525,0,0,0,0,0,0
"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",3CESM1J3EI4QFF38UEMBPYYX0SK6W8,"Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",112,119,wearing,2,7,VBG,1,wear,12,1,0,1,0,0,360,328,0,2,1,48.251344,36,536,32,14,2,950
"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",3CESM1J3EI4QFF38UEMBPYYX0SK6W8,"Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",122,128,yellow,2,6,JJ,0,yellow,8,1,8,0,1,2,537,598,0,0,1,61.795756,55,555,41,12,0,597
"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",3CESM1J3EI4QFF38UEMBPYYX0SK6W8,"Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",129,136,t-shirt,2,7,None,0,t-shirt,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",3CESM1J3EI4QFF38UEMBPYYX0SK6W8,"Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",156,163,leaving,2,7,VBG,2,leave,17,1,7,1,1,0,0,0,0,3,1,182.275419,205,0,136,15,3,2379
"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",3CESM1J3EI4QFF38UEMBPYYX0SK6W8,"Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",192,201,pipe-bomb,2,9,None,0,pipe-bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",3CESM1J3EI4QFF38UEMBPYYX0SK6W8,"Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",229,235,erawan,2,6,NNP,0,erawan,0,0,0,0,0,0,0,0,0,0,0,0.021972,0,0,0,0,0,0
"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",3CESM1J3EI4QFF38UEMBPYYX0SK6W8,"Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",220,223,ago,2,3,RB,1,ago,2,0,0,1,0,2,0,0,0,0,1,113.088439,246,0,163,15,0,1107
"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",3CESM1J3EI4QFF38UEMBPYYX0SK6W8,"Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",242,248,shrine,1,6,NNP,5,shrine,2,1,2,0,0,0,0,0,0,0,0,9.99839,7,0,7,5,0,33
"#31-1 Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",3CESM1J3EI4QFF38UEMBPYYX0SK6W8,"Explosion in central Bangkok: Thailand to hunt those responsible Thai authorities are searching for a man wearing a yellow T-shirt, recorded on video leaving a backpack shortly before a pipe-bomb exploded two days ago near Erawan Hindu Shrine, Bangkok.",236,241,hindu,2,5,NNP,0,hindu,3,1,5,0,0,0,0,0,0,5,0,25.58083,3,0,3,3,5,0
#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,3ACRLU860NF24RYC559DE8DP7PQEBL,Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,112,116,half,1,4,NN,2,half,6,1,2,1,1,3,389,458,267,0,1,280.169682,275,610,168,15,0,1984
#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,3ACRLU860NF24RYC559DE8DP7PQEBL,Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,60,64,care,1,4,NN,0,care,11,1,20,1,1,4,342,383,0,2,1,304.872087,162,563,104,15,2,1622
#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,3ACRLU860NF24RYC559DE8DP7PQEBL,Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,78,86,declared,2,8,VBN,4,declare,8,1,18,1,0,0,0,0,0,5,1,15.630331,8,0,8,5,5,457
#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,3ACRLU860NF24RYC559DE8DP7PQEBL,Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,87,91,dead,1,4,JJ,0,dead,21,1,1,1,1,5,429,520,0,0,1,146.237987,174,581,102,15,0,931
#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,3ACRLU860NF24RYC559DE8DP7PQEBL,Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,39,47,hospital,3,8,NNP,2,hospital,2,1,6,1,1,1,584,602,319,0,1,114.385873,110,548,48,12,0,825
#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,3ACRLU860NF24RYC559DE8DP7PQEBL,Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,50,59,intensive,3,9,JJ,0,intensive,4,1,0,0,0,4,0,0,0,0,0,28.398984,15,0,10,5,0,33
#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,3ACRLU860NF24RYC559DE8DP7PQEBL,Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,65,69,unit,2,4,NN,4,unit,6,1,35,1,1,4,389,334,411,0,1,148.727686,103,513,52,11,0,165
#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,3ACRLU860NF24RYC559DE8DP7PQEBL,Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,31,38,bethany,3,7,NNP,0,bethany,0,0,0,0,0,0,0,0,0,0,1,1.333313,0,0,0,0,0,0
#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,3ACRLU860NF24RYC559DE8DP7PQEBL,Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,6,11,abdul,2,5,NNP,0,abdul,0,0,0,0,0,0,0,0,0,0,0,4.808003,0,0,0,0,0,0
#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,3ACRLU860NF24RYC559DE8DP7PQEBL,Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,12,17,kalam,2,5,NNP,1,kalam,0,0,0,0,0,0,0,0,0,0,0,0.615794,0,0,0,0,0,0
#22-3 Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,3ACRLU860NF24RYC559DE8DP7PQEBL,Abdul Kalam was taken to Bethany Hospital's intensive care unit and was declared dead about an hour and a half later.,101,105,hour,2,4,NN,4,hour,4,1,2,1,1,1,375,408,0,2,1,125.27428,144,608,99,15,2,2485
#22-4 Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,3ACRLU860NF24RYC559DE8DP7PQEBL,Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,89,95,health,1,6,NNP,2,health,2,1,0,1,1,2,372,432,400,4,1,314.630361,105,577,66,12,4,591
#22-4 Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,3ACRLU860NF24RYC559DE8DP7PQEBL,Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,39,44,north,1,5,NNP,0,north,9,0,0,1,1,2,0,0,0,3,1,266.969544,206,0,88,14,3,329
#22-4 Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,3ACRLU860NF24RYC559DE8DP7PQEBL,Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,100,107,medical,3,7,NNP,0,medical,4,1,0,1,1,4,0,0,0,7,1,177.131836,162,0,49,13,7,203
#22-4 Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,3ACRLU860NF24RYC559DE8DP7PQEBL,Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,45,52,eastern,2,7,NNP,1,eastern,5,0,0,0,1,4,0,0,0,0,1,0,32,0,27,11,0,132
#22-4 Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,3ACRLU860NF24RYC559DE8DP7PQEBL,Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,11,15,army,2,4,NN,0,army,3,1,5,1,1,6,543,578,317,3,1,168.994726,132,555,67,14,3,340
#22-4 Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,3ACRLU860NF24RYC559DE8DP7PQEBL,Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,67,75,regional,3,8,NNP,0,regional,2,0,0,0,1,4,0,0,0,6,0,0,42,0,23,7,6,11
#22-4 Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,3ACRLU860NF24RYC559DE8DP7PQEBL,Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,16,23,doctors,2,7,NNS,2,doctor,7,1,14,1,1,0,575,600,0,5,1,34.599651,100,573,44,11,5,1631
#22-4 Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,3ACRLU860NF24RYC559DE8DP7PQEBL,Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,53,59,indira,3,6,NNP,1,indira,0,0,0,0,0,0,0,0,0,0,0,2.335149,0,0,0,0,0,0
#22-4 Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,3ACRLU860NF24RYC559DE8DP7PQEBL,Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,60,66,gandhi,2,6,NNP,0,gandhi,2,0,0,0,1,0,0,0,0,0,0,15.956416,0,0,0,0,0,0
#22-4 Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,3ACRLU860NF24RYC559DE8DP7PQEBL,Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,76,85,institute,3,9,NNP,5,institute,3,1,0,0,1,4,499,485,0,0,1,99.536934,50,505,27,8,0,69
#22-4 Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,3ACRLU860NF24RYC559DE8DP7PQEBL,Some army doctors were sent from North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences.,108,116,sciences,3,8,NNPS,2,science,2,1,19,1,1,0,366,423,458,0,1,59.81533,131,577,52,13,0,257
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",6,15,according,3,9,VBG,1,accord,6,1,7,1,0,0,299,248,0,0,0,15.79004,9,418,8,5,0,68
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",124,132,minister,3,8,NN,2,minister,6,1,1,0,1,4,563,584,342,7,1,110.261747,61,500,29,11,7,228
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",195,200,death,1,5,NN,1,death,8,1,5,1,1,3,365,498,0,3,1,320.536114,277,581,132,15,3,815
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",58,62,dead,1,4,JJ,7,dead,21,1,1,1,1,5,429,520,0,0,1,146.237987,174,581,102,15,0,931
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",38,46,hospital,3,8,NNP,2,hospital,2,1,6,1,1,1,584,602,319,0,1,114.385873,110,548,48,12,0,825
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",118,123,chief,1,5,JJ,0,chief,4,1,10,1,1,4,503,545,0,0,1,0,119,482,82,14,0,545
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",82,88,waited,2,6,VBD,7,wait,6,1,3,1,0,0,317,357,0,3,1,38.02875,94,577,62,12,3,2216
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",30,37,bethany,3,7,NNP,0,bethany,0,0,0,0,0,0,0,0,0,0,1,1.333313,0,0,0,0,0,0
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",48,53,kalam,2,5,NNP,0,kalam,0,0,0,0,0,0,0,0,0,0,0,0.615794,0,0,0,0,0,0
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",161,165,hour,2,4,NN,3,hour,4,1,2,1,1,1,375,408,0,2,1,125.27428,144,608,99,15,2,2485
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",19,26,doctors,2,7,NNS,2,doctor,7,1,14,1,1,0,575,600,0,5,1,34.599651,100,573,44,11,5,1631
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",97,104,arrival,3,7,NN,3,arrival,3,1,2,0,0,5,328,419,394,6,1,39.550885,23,548,23,11,6,159
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",108,117,meghalaya,4,9,NNP,0,meghalaya,0,0,0,0,0,0,0,0,0,0,0,0.478717,0,0,0,0,0,0
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",136,150,shanmuganathan,0,14,NNP,3,shanmuganathan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#22-5 According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",3ACRLU860NF24RYC559DE8DP7PQEBL,"According to doctors at Bethany Hospital, Kalam was dead by 7 p.m. but they waited for the arrival of Meghalaya chief minister V. Shanmuganathan, about an hour later, before announcing the death.",180,190,announcing,3,10,VBG,2,announce,4,1,11,0,0,0,0,0,0,5,1,5.26603,18,0,15,7,5,350
"#22-6 LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",3ACRLU860NF24RYC559DE8DP7PQEBL,"LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",84,92,national,3,8,JJ,0,national,8,1,3,0,1,2,0,400,0,0,1,434.507578,375,556,143,13,0,660
"#22-6 LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",3ACRLU860NF24RYC559DE8DP7PQEBL,"LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",80,83,day,1,3,NN,1,day,10,1,7,1,1,2,477,526,0,0,1,682.298213,686,595,288,15,0,4549
"#22-6 LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",3ACRLU860NF24RYC559DE8DP7PQEBL,"LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",93,101,mourning,2,8,NN,4,mourning,5,1,0,0,0,0,0,0,0,0,0,10.061882,8,0,6,4,0,0
"#22-6 LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",3ACRLU860NF24RYC559DE8DP7PQEBL,"LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",48,58,government,3,10,NN,2,government,4,1,16,0,1,4,426,486,453,8,1,569.186659,417,594,135,13,8,810
"#22-6 LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",3ACRLU860NF24RYC559DE8DP7PQEBL,"LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",21,30,secretary,4,9,NN,1,secretary,4,1,15,1,1,4,576,563,456,0,1,86.843257,191,528,66,13,0,303
"#22-6 LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",3ACRLU860NF24RYC559DE8DP7PQEBL,"LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",106,111,kalam,2,5,NNP,1,kalam,0,0,0,0,0,0,0,0,0,0,0,0.615794,0,0,0,0,0,0
"#22-6 LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",3ACRLU860NF24RYC559DE8DP7PQEBL,"LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",6,8,lc,1,2,NN,0,lc,0,0,0,0,0,0,0,0,0,0,0,7.367278,0,0,0,0,0,0
"#22-6 LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",3ACRLU860NF24RYC559DE8DP7PQEBL,"LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",9,14,goyal,2,5,NNP,4,goyal,0,0,0,0,0,0,0,0,0,0,0,0.206653,0,0,0,0,0,0
"#22-6 LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",3ACRLU860NF24RYC559DE8DP7PQEBL,"LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",16,20,home,1,4,NN,0,home,17,1,1,1,1,3,539,599,233,0,1,448.448179,547,626,243,15,0,5559
"#22-6 LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",3ACRLU860NF24RYC559DE8DP7PQEBL,"LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",41,47,indian,3,6,JJ,0,indian,5,1,28,0,1,0,622,580,0,6,1,167.503273,52,546,28,14,6,0
"#22-6 LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",3ACRLU860NF24RYC559DE8DP7PQEBL,"LC Goyal, home secretary, said the Indian government will declare a seven day national mourning for Kalam.",64,71,declare,2,7,VB,3,declare,8,1,18,1,0,4,0,0,0,5,1,15.630331,8,0,8,5,5,457
"#22-7 Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",3ACRLU860NF24RYC559DE8DP7PQEBL,"Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",11,19,minister,3,8,NN,1,minister,6,1,1,0,1,4,563,584,342,7,1,110.261747,61,500,29,11,7,228
"#22-7 Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",3ACRLU860NF24RYC559DE8DP7PQEBL,"Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",6,10,home,1,4,NN,0,home,17,1,1,1,1,3,539,599,233,0,1,448.448179,547,626,243,15,0,5559
"#22-7 Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",3ACRLU860NF24RYC559DE8DP7PQEBL,"Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",20,27,rajnath,2,7,NNP,0,rajnath,0,0,0,0,0,0,0,0,0,0,0,1.307114,0,0,0,0,0,0
"#22-7 Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",3ACRLU860NF24RYC559DE8DP7PQEBL,"Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",34,41,tweeted,2,7,VBD,6,tweet,3,1,0,0,0,0,0,0,0,0,0,0.003854,0,0,0,0,0,0
"#22-7 Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",3ACRLU860NF24RYC559DE8DP7PQEBL,"Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",28,33,singh,1,5,NNP,2,singh,0,0,0,0,0,0,0,0,0,0,0,21.811598,0,0,0,0,0,0
"#22-7 Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",3ACRLU860NF24RYC559DE8DP7PQEBL,"Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",54,65,inspiration,4,11,NN,4,inspiration,6,1,3,0,0,5,0,0,0,10,1,22.396857,9,0,7,5,10,108
"#22-7 Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",3ACRLU860NF24RYC559DE8DP7PQEBL,"Home minister Rajnath Singh tweeted, ""He was an inspiration to an entire generation.""",72,78,entire,3,6,JJ,0,entire,5,1,1,1,0,4,0,310,0,0,1,139.206847,149,531,114,14,0,406
