Word,Level
in the first place,B2
fall flat on your face,B2
for the moment,B2
for once,B2
for real,B2
forget it,B2
the former,B2
the forties/'40s,B2
from side to side,B2
from time to time,B2
in the near future,B2
get rid of sth,B2
get sb/sth to do sth,B2
get to do sth,B2
Good for you!,B2
take sb/sth for granted,B2
take it for granted,B2
"grow tired/old/calm, etc.",B2
with all your heart,B2
by heart,B2
here and there,B2
"however cold/difficult/slowly, etc.",B2
if so,B2
as if,B2
if you ask me,B2
in connection with sth,B2
in due course,B2
in sb's direction,B2
in season,B2
in secret,B2
in person,B2
in place of sth,B2
in the first place,B2
in practice,B2
in private,B2
in progress,B2
in relation to sth,B2
in relation to sth,B2
in this respect/in many respects,B2
in a row,B2
inside out,B2
it's sb/sth,B2
in itself,B2
just as,B2
keep sb waiting,B2
keep sb/sth in mind,B2
"filter down/in/through, etc.",C1
first and foremost,C1
at first sight,C1
come first,C1
fall flat,C1
for good,C1
for life,C1
for long,C1
for the most part,C1
first and foremost,C1
foul language,C1
free from/of sth,C1
"from the 1870s/March/6:30 pm, etc. onward",C1
"fulfill a duty/promise/responsibility, etc.",C1
"fulfill an ambition/dream/goal, etc.",C1
"fulfill a function/need/role, etc.",C1
"fulfill criteria/requirements, etc.",C1
"gather speed/momentum/support, etc.",C1
get rid of sb,C1
get sth straight,C1
keep sb going,C1
grab the opportunity/chance,C1
in your heart,C1
on hold,C1
the home of sth/sb,C1
make yourself at home,C1
broaden/expand/widen your horizons,C1
on the horizon,C1
a hot issue/topic,C1
how far,C1
in accordance with sth,C1
in association with,C1
in bulk,C1
in any event,C1
in the form of sth,C1
in your heart,C1
in the hope that/of,C1
be in sb's interest,C1
in (the) light of sth,C1
in moderation,C1
in the region of sth,C1
in reserve,C1
in no time,C1
in tune,C1
in turn,C1
in turn,C1
in vain,C1
in no way/not in any way,C1
in the same way,C1
in store,C1
take the initiative,C1
be in sb's interest,C1
"I/you/we, etc. will just have to do sth",C1
keep track,C1
fill a need/gap/demand,C2
"filter down/in/through, etc.",C2
set fire to sth; set sth on fire,C2
fire sb's imagination,C2
put sb/sth first,C2
be a first,C2
see fit,C2
flash by/through,C2
it follows that,C2
follow sb's example/lead,C2
follow suit,C2
foot the bill,C2
for all,C2
for the best,C2
for fear of sth/doing sth,C2
a force to be reckoned with,C2
join forces,C2
in force,C2
the labor force,C2
be foreign to sb,C2
I forget,C2
"form an opinion/impression, etc.",C2
break free,C2
break free,C2
fresh water,C2
from top to bottom,C2
the frontiers of sth,C2
the foreseeable future,C2
the germ of sth,C2
get you nowhere,C2
get underway,C2
the globe,C2
go so far as to do sth,C2
go too far,C2
go out of your way to do sth,C2
be still going strong,C2
"a good 20 minutes/30 miles, etc.",C2
be in good taste,C2
(be) green with envy,C2
"a handsome profit/sum, etc.",C2
hang in the balance,C2
learn sth the hard way,C2
be hard on sb,C2
give sb a hard time,C2
hard feelings,C2
have (got) to do/be sth,C2
the last sb heard,C2
come from the heart,C2
at heart,C2
dear to sb/sb's heart,C2
a hold on/over sth/sb,C2
take/hold sb hostage,C2
in my humble opinion,C2
the idea of sth,C2
not have the faintest idea,C2
if need be,C2
on impulse,C2
in anticipation (of),C2
be in awe of sb,C2
in the bargain,C2
in demand,C2
in effect,C2
in essence,C2
in a fix,C2
in force,C2
in hand,C2
in my humble opinion,C2
in its infancy,C2
in the interest of sth,C2
in isolation,C2
in all likelihood,C2
be in line with sth,C2
in memory of sb,C2
in your mind's eye,C2
in miniature,C2
in the name of sth,C2
(all) in one,C2
in perspective,C2
in place,C2
in place,C2
in all probability,C2
in proportion to,C2
sb/sth in question,C2
in retrospect,C2
be in good taste,C2
be in bad/poor taste,C2
be in tune with sb/sth,C2
in the clear,C2
in confidence,C2
in conjunction with sth/sb,C2
in that,C2
in its infancy,C2
"inside information/knowledge, etc.",C2
be intent on sth/doing sth,C2
in the interest of sth,C2
a conflict of interest,C2
an intimate knowledge/understanding of sth,C2
join forces,C2
"10/20, etc. months/years sb's junior",C2
a fine line,C1
with flying colors,C1
from scratch,C1
get a grip (on yourself),C1
go hand in hand,C1
in a nutshell,C1
in safe hands,C1
on the job,C1
come under fire,C2
play with fire,C2
fly in the face of,C2
follow in sb's footsteps,C2
follow in sb's footsteps,C2
a free hand,C2
have your hands full,C2
get out of hand,C2
go downhill,C2
go against the grain,C2
go through the motions,C2
go against the grain,C2
stand your ground,C2
let your hair down,C2
open your heart,C2
take sth to heart,C2
a change of heart,C2
in the blink of an eye,C2
be in the same boat,C2
in the dark,C2
in the face of sth,C2
in a rut,C2
be in the cards,C2
the ins and outs of sth,C2
do the job,C2
not judge a book by its cover,C2
Are you kidding?/You're kidding!,B1
loads of/a load of,B1
kind of,B2
get a move on,C2
kick yourself,C2
be at liberty to do sth,C2
be a pain in the neck,C1
tie the knot,C2
blow your mind,C2
stick/poke your nose into sth,C2
turn your nose up at sth,C2
be in luck,C1
be news to sb,C2
odds and ends,C2
make a run for it,C2
make a splash,C2
sb will kill sb,A2
Master's (degree),C1
"a book/cat/dog, etc. lover",B1
the opposition,C1
lay eggs,B2
the movies,A1
the news,B1
the media,B2
pull a muscle,C2
wait a minute,B1
mother tongue,B2
(Good) morning,A1
would love sth/to do sth,A2
would love to (do sth),A2
I mean,A2
make sense,B2
not to mention,B2
make yourself understood,C1
you name it,C2
a mass of sth,B2
make ends meet,C1
the animal/plant kingdom,C2
change your mind,B1
make up your mind or make your mind up,B1
thread a needle,C2
"march off/up/down, etc.",C2
"pace back and forth/around, etc.",C2
make sure,A2
make sb do sth ,B1
make the most of sth,B2
make fun of sb/sth,B2
"lay sth down/in/on, etc.",C1
"lean (sth) back/forward/out, etc.",B2
lean (sth) against/on sth,B2
frame of mind,C2
be in a mood,B2
steady/strong nerves,B2
get on sb's nerves,B2
make a fool (out) of sb ,B2
make a fool of yourself ,B2
make friends (with sb),B1
(be) on the line,C2
make your way,C2
be misunderstood,C2
call a meeting,C1
on location,C1
on occasion,C2
the leadership,C1
all kinds of sth,A2
that kind of thing,B1
some kind of,B1
by mistake,B1
learn a/your lesson,B2
keep/bear sb/sth in mind,B2
cross your mind,B2
have/keep an open mind,B2
(at) any minute; any minute now,B2
the last minute,B2
keep your mouth shut,B2
shut your mouth,B2
exceed the speed limit,C1
on loan,C1
the labor market,C1
miles,C1
put/set sb's mind at ease,C1
put your mind to it,C1
be of two minds,C1
come to mind,C1
mouth of a river,C1
the object of sth,C1
have no option (but to do sth),C1
one of a kind,C2
teach sb a lesson,C2
along the lines of sth,C2
be in line with sth,C2
margin of error,C2
a mark of sth,C2
be miles ahead (of sb/sth),C2
have sth on your mind,C2
spring to mind,C2
in your mind's eye,C2
speak your mind,C2
peace of mind,C2
presence of mind,C2
cast your mind back,C2
the minute (that),C2
a passport to sth,C2
"a bad/rough, etc. patch",C2
a fine line,C1
in the fast lane,C2
turn over a new leaf,C2
by/in leaps and bounds,C2
the bottom line,C2
down the line,C2
draw the line (at sth),C2
(be) out of line,C2
read between the lines,C2
bring a lump to your throat,C2
leave/make your mark,C2
slip your mind,C2
by word of mouth,C2
put your foot in your mouth,C2
neck and neck,C2
a nest egg,C2
under your nose,C2
cross sb's path,C2
the north,A2
be bad/good news for sb,C1
in all likelihood,C2
a stroke of luck,C2
break the news to sb,C2
face the music,C1
burn the midnight oil,C2
in the morning,A1
"2/3/4, etc. o'clock in the morning",B1
in the morning,B1
take the liberty of doing sth,C1
a sleepless night,C1
a passion for sth,C1
the length and breadth of sth,C2
at length,C2
be in the mood for sth/to do sth,C2
(keep sb) at arm's length,C2
by no means; not by any means,C1
by means of,C1
by all means,C2
a means to an end,C2
against all odds,C2
be at odds with sb/sth,C2
a drop in the ocean,C2
be no laughing matter,C2
long for sth; long to do sth,C2
loom large,C2
"originate from/in/with, etc.",C2
need to do sth,A1
be made from/(out) of sth,A2
don't need to do sth/needn't do sth,A2
be located in/near/on/etc.,B1
make up your mind or make your mind up,B1
make a face,B1
have been meaning to do sth,B1
make the/sb's bed,B2
make the best of sth,B2
make a (big) difference,B2
to make matters worse,B2
make sense,B2
be lacking in sth,C1
make time,C1
make it (big),C1
make yourself at home,C1
make a note of sth,C1
be meant for sb/sth,C1
be lacking,C2
make do (with),C2
make light of sth,C2
make allowances for sb/sth,C2
make light of sth,C2
make a name for yourself,C2
make your presence felt,C2
make waves,C2
make way for sth,C2
make sense of sth,C2
mean well,C2
There needs to be sth,C2
neglect to do sth,C2
"be overcome by excitement/fear/sadness, etc.",C2
to make a long story short,C1
make your blood run cold,C2
make your blood boil,C2
make sb's day,C2
knock sb out,B2
kill time,B2
look forward to sth/doing sth ,B2
No problem.,A2
No problem.,A2
no way,B1
Oh my gosh!,B1
a little,B2
or so,B1
"not half as good/bad/exciting, etc.",B2
mess up sth or mess sth up,B2
mess around,C1
be mad about sb/sth,B1
be on the ball,C1
of little/no consequence,C1
not least,C2
lend itself to sth ,C2
not least,C2
sb/sth of note,C2
in part,C2
nice and sth,B1
like crazy,C1
be lost without sb/sth,C1
or other,C1
or other,C1
get moving,C2
be out of this world,C2
go overboard,C2
be a pain,B2
be a pain in the neck,C1
keep your fingers crossed/cross your fingers,C2
know your stuff,C2
be on cloud nine,C2
be on cloud nine,C2
be obsessed by/with sb/sth,B2
see you later,A1
needless to say,C1
on display,B1
on the air,C1
pass out,B2
lose your voice,B2
be out of breath,B2
out of shape,C2
a sharp pain,C2
Look out!,B1
look up sth or look sth up,B1
pass on sth or pass sth on,B1
look at sth ,B2
look through sth,B2
make up sth or make sth up,B2
note down sth or note sth down,B2
move on,C1
keep sth to yourself,C2
Would you like...?,A1
how many,A1
of course,A1
let sb know,A2
let's,A2
let sb know (sth),A2
What is sb/sth like?,A2
if you like,A2
love/(with) love/all my love/lots of love,A2
pleased to meet you,A2
Do you mind ...?,A2
I don't mind,A2
never mind,A2
never mind,A2
no thanks,A2
Oh no!,A2
not too,A2
notes,A2
of course not,A2
you know,B1
at least,B1
at least,B1
as/so long as,B1
as/so long as,B1
out loud,B1
Would you mind...?,B1
wait a moment,B1
"no more/less/better, etc., than",B1
not at all,B1
of course,B1
on the whole,B1
once upon a time,B1
out loud,B1
in particular,B1
as far as I know,B2
I know,B2
you never know,B2
to (the best of) my knowledge,B2
last but not least,B2
at least,B2
lose touch,B2
Dear Madam,B2
as a matter of fact,B2
 your native language/tongue,B2
be none of sb's  business,B2
not at all,B2
not to mention,B2
on balance,B2
on the one hand . . . on the other hand,B2
I only hope (that)/I only wish (that),B2
in other words,B2
"owe sb an apology/explanation/favor, etc.",B2
before you know it,C1
strong language,C1
to say the least,C1
take it from me,C1
certainly/definitely not,C1
compare notes,C1
on hold,C1
the next thing I knew,C2
mind your own business,C2
the next thing I knew,C2
know sth inside out,C1
hit/strike/touch a (raw) nerve,C2
let sb off or let off sb,B2
the law,B2
a lot/lots,A1
a lot,A1
very much,A1
at least,A2
a little bit,A2
too much/so much,A2
not bad,A2
"pale blue/green/yellow, etc.",A2
a little sth,B1
one or two,B1
over here/there ,B1
more or less,B2
more and more,B2
more or less,B2
others,B2
be out of sth,B2
at the very least,C1
out of the ordinary,C2
out of the ordinary,C2
out of proportion,C2
live on sth ,B2
out of season,C1
"live in/at, etc.",A1
live on sth ,B2
make ends meet,C1
the moon,A2
lie down,A2
keep sb in,B1
keep (sb/sth) off sth ,B1
keep on doing sth,B1
keep (sb/sth) out,B1
keep up sth or keep sth up,B1
knock sb down,B1
laugh at sb/sth ,B1
leave behind sb/sth or leave sb/sth behind,B1
look around (swh) ,B1
pass on sth or pass sth on,B1
keep (sb/sth) away,B2
keep (sb/sth) back,B2
keep down sth or keep sth down,B2
keep sth off (sb/sth),B2
knock sth down,B2
knock sb out,B2
knock sth/sb over,B2
leave out sb/sth or leave sb/sth out,B2
let out sb/sth or let sb/sth out,B2
line (sb/sth) up or line up (sb/sth),B2
lock in sb or lock sb in,B2
lock out sb or lock sb out,B2
look at sth ,B2
look into sth ,B2
make for sth,B2
make sth into sth ,B2
pack up (sth) or pack (sth) up,B2
pass around sth or pass sth around,B2
keep sb/sth from doing sth ,C1
kick sb out,C1
look over sth or look sth over,C1
keep at sth ,C2
kick (sth) off,C2
listen in,C2
take part,B1
"pass by/over/through, etc.",B1
"let sb/sth in/past/through, etc.",B2
make the most of sth,B2
pass (the) time,B2
let go (of sb/sth),C2
let go (of sth),C2
"lock sth away/in, etc.",C2
"mount sth on/to, etc.",C2
(be) in your nineties/90s,B2
sb's looks,C2
look forward to sth/doing sth ,B1
let sb down or let down sb,B2
live for sth/sb ,B2
look down on sb,B2
look up to sb,B2
open up,C2
would like sth/to do sth,A1
likes and dislikes,B1
know better (than to do sth),B2
"lose interest/patience, etc.",B2
lose your temper,B2
needs,B2
keep your temper,C2
be on edge,C2
be only human,C2
live together,B2
live with sb ,B2
patch sth up,C2
old friend,A2
get to know sb/sth ,B1
"be on good/bad/friendly, etc. terms",C2
on sale,B1
out of stock,B2
the net,A2
out of order,B1
out of order,B1
keep up (with sb/sth),B2
on foot,A2
on board,B1
"lead into/to/toward, etc.",B2
on the road,C1
out of season,C2
lay sb off or lay off sb,B2
open up (sth) or open (sth) up,B2
out of work,B1
off duty,B2
on duty,B2
"be on a committee/panel, etc.",C1
(be) on the line,C2
be liable to do sth,C2
return to normal,C1
get married,A2
later on,B1
limitations,C1
take the/this opportunity to do sth,B2
not nearly (as/so),C1
not take kindly to sth,C2
not do sth lightly,C2
look after sb/sth ,A2
move in,B1
move out,B1
keep to sth,B2
keep up (with sb/sth),B2
know of sth/sb,B2
lead to sth ,B2
live up to sth ,B2
log on/in,B2
log off/out,B2
look at sth ,B2
look back,B2
major in,B2
make out sth/sb or make sth/sb out,B2
make up for sth ,B2
miss out,B2
mix up sb/sth or mix sb/sth up,B2
pass away,B2
kick in,C1
lay sth out or lay out sth,C1
lay sth out or lay out sth,C1
lie ahead,C1
line sb/sth up,C1
look on/upon sb/sth as sth ,C1
look up,C1
move on,C1
keep sth from sb,C2
keep up (with sth),C2
keep (sth) up,C2
kick off,C2
lay sth out or lay out sth,C2
lead up to sth ,C2
lean on sb,C2
lean on sb,C2
leap at sth,C2
live through sth,C2
look ahead,C2
loosen up,C2
make of sb/sth,C2
mess around with sth,C2
mount up,C2
muddle through,C2
narrow sth down,C2
"last week/year/Monday, etc.",A1
last night,A1
"more beautiful/difficult/easily, etc.",A1
"next week/year/Monday, etc.",A1
"one/two/three, etc. o'clock",A1
"look nice/strange, etc.",A2
the matter,A2
the middle,A2
at the moment,A2
any more,A2
"(the) most attractive/important/popular, etc.",A2
(by) myself,A2
or not,A2
if not,A2
just now,A2
on sale,A2
one day,A2
or not,A2
each other,A2
(by) ourselves,A2
part of sth,A2
the past,A2
I know,B1
as you know,B1
be known as sth,B1
lack of sth ,B1
at (long) last,B1
"family/private/work, etc. life",B1
a/sb's way of life,B1
a little,B1
all day long,B1
no longer,B1
all day long,B1
no longer,B1
look like,B1
it looks like/as if,B1
the middle,B1
be in the middle of (doing) sth,B1
miss a chance/opportunity,B1
once more,B1
believe it or not,B1
not even,B1
on fire,B1
on purpose,B1
on time,B1
(all) on your own,B1
(all) on your own,B1
once again,B1
once more,B1
one another,B1
one day,B1
if only,B1
or two,B1
in order (for sb/sth) to do sth,B1
the other side/end (of sth),B1
"the other day/week, etc.",B1
others,B1
out of date,B1
all over somewhere ,B1
of your own,B1
(all) on your own,B1
(all) on your own,B1
the passive,B1
the past,B1
sb's past,B1
common knowledge,B2
a working knowledge of sth,B2
"the last person/thing, etc.",B2
the last,B2
"the day/week/year, etc. before last",B2
the latter,B2
"lead a busy/normal/quiet, etc. life",B2
last but not least,B2
leave sb alone,B2
let me/us,B2
like crazy,B2
little by little,B2
before (very/too) long,B2
before (very/too) long,B2
in the long term,B2
look as if/as though,B2
the look of sb/sth ,B2
lose your life,B2
lose track,B2
like mad,B2
the main thing,B2
manners,B2
mass media,B2
to make matters worse,B2
"no matter how/what/when, etc.",B2
may have,B2
in the meantime,B2
in the middle of nowhere,B2
might have,B2
might as well do sth,B2
for the moment,B2
more and more,B2
in the near future,B2
no need,B2
be in need of sth,B2
neither ... nor,B2
"the weekend/week/Thursday, etc. after next",B2
the nineties/'90s,B2
no wonder,B2
no need,B2
be no good or be not any/much good,B2
no such thing,B2
"no matter how/what/when, etc.",B2
neither ... nor,B2
not only,B2
not quite,B2
nothing but,B2
have nothing to do with sb/sth,B2
be/have nothing to do with sb,B2
for nothing,B2
"any day/minute/time, etc. now",B2
now and then,B2
in the middle of nowhere,B2
out of/from nowhere,B2
a number of sth,B2
be obliged to do sth,B2
on behalf of sb or on sb's behalf,B2
on (the) condition that,B2
on top of sth,B2
at once,B2
at once,B2
for once,B2
(every) once in a while,B2
one by one,B2
one at a time,B2
one after another,B2
one way or another,B2
one way or the other,B2
not only,B2
have/keep an open mind,B2
or else,B2
the other way around,B2
out of control,B2
out of nowhere,B2
be out of practice,B2
the outside,B2
over and over (again),B2
all over again,B2
play a part in sth,B2
pass a law,B2
keep your word,C1
keep sb going,C1
keep pace with sb/sth,C1
be key to sth,C1
know what you are talking about,C1
the labor market,C1
"land in/on, etc.",C1
foul language,C1
by and large,C1
by law,C1
leave sb doing sth,C1
let alone,C1
for life,C1
in (the) light of sth,C1
like I said,C1
linens,C1
for long,C1
long ago,C1
lose your balance,C1
as many as,C1
a matter of course,C1
it's only a matter of time,C1
may as well do sth,C1
in moderation,C1
for the most part,C1
not much of a sth,C1
(all) to myself,C1
anywhere near sth,C1
nowhere near,C1
nerves,C1
get on sb's nerves,C1
the next best thing,C1
no doubt,C1
no ... whatsoever,C1
the norm,C1
not a/one,C1
make a note of sth,C1
stop at nothing,C1
nothing of the sort/kind,C1
on short notice,C1
every now and then,C1
the old days,C1
on the basis of sth,C1
on the grounds of/that,C1
on hold,C1
on the horizon,C1
on the increase,C1
on loan,C1
on location,C1
on show,C1
on the side,C1
on site,C1
all at once,C1
"from the 1870s/March/6:30 pm, etc. onward",C1
"open to discussion/suggestions, etc.",C1
have a high/low opinion of sb/sth,C1
be opposed to sth,C1
the opposite sex,C1
other than,C1
other than that,C1
out of tune,C1
keep pace with sb/sth,C1
for the most part,C1
keep (sth) quiet,C2
know best,C2
know better,C2
the labor force,C2
sb/sth at large,C2
loom large,C2
a last resort,C2
the last of sth,C2
the last sb heard,C2
at the latest,C2
take the law into your own hands,C2
law and order,C2
lead sb to do sth,C2
lead sb to a conclusion,C2
be led by sth,C2
"leap into/out of/up, etc.",C2
learn sth the hard way,C2
not in the least,C2
leave no stone unturned,C2
the left,C2
let go,C2
let's face it,C2
a matter of life and death,C2
come to light,C2
bring (sth) to light,C2
shed light on,C2
make light of sth,C2
something like,C2
little more/better,C2
long before,C2
be looking to do sth,C2
lose count,C2
at a loss,C2
at a loss for words,C2
be no match for sb/sth,C2
strike a match,C2
be no laughing matter,C2
"a matter of confidence/luck/waiting, etc.",C2
a matter of life and death,C2
"a matter of days/weeks/feet, etc.",C2
be no mean feat,C2
a measure of sth,C2
in memory of sb,C2
be at the mercy of sb/sth ,C2
in miniature,C2
the moment (that),C2
morals,C2
"mount a campaign/challenge/protest, etc.",C2
the naked eye,C2
in the name of sth,C2
make a name for yourself,C2
call sb names,C2
as the/its name implies,C2
a narrow escape,C2
if need be,C2
"none too clean/clever/pleased, etc.",C2
"none the happier/poorer/wiser, etc.",C2
not in the least,C2
be nothing if not sth,C2
not sleep a wink,C2
be nothing if not sth,C2
to say nothing of sth,C2
get you nowhere,C2
the odd,C2
of your own accord,C2
every so often,C2
be on the verge of sth,C2
have/carry sth on you,C2
on the dot,C2
on hand,C2
on impulse,C2
on occasion,C2
on the part of sb; on sb's part,C2
be on the brink of sth,C2
on the side,C2
once and for all,C2
(all) in one,C2
one of a kind,C2
only so much/many,C2
"open to debate/question/criticism, etc.",C2
in my humble opinion,C2
as opposed to,C2
economic/political/social order,C2
economic/political/social order,C2
economic/political/social order,C2
economic/political/social order,C2
law and order,C2
"every other day/week, etc.",C2
an ounce of sch.,C2
go out of your way to do sth,C2
get/have sth out of the way,C2
out of place,C2
out of place,C2
be out of the question,C2
be out of touch,C2
at/from the outset,C2
get sth over (and done) with,C2
"overflow with confidence/happiness/love, etc.",C2
"owe your existence/success, etc., to sb/sth",C2
pace yourself,C2
on the part of sb; on sb's part,C2
the best/better part of sth,C2
keep a low profile,C1
keep your cool,C1
look on the bright side,C1
lose your head,C1
keep a low profile,C1
new blood,C1
in a nutshell,C1
on the job,C1
on track,C1
out of the blue,C1
keep a cool head,C2
keep your eyes open (for sb/sth),C2
keep your eyes peeled (for sb/sth),C2
keep a straight face,C2
keep your head above water,C2
keep sb on their toes,C2
a labor of love,C2
leave someone to their own devices,C2
let your guard down,C2
let your hair down,C2
let off steam,C2
lose face,C2
lose your cool,C2
lose sight of sth,C2
lose sleep over something,C2
a labor of love,C2
a stroll/trip/walk down memory lane,C2
miss the boat,C2
on the spur of the moment,C2
go through the motions,C2
turn over a new leaf,C2
off the beaten track,C2
burn the midnight oil,C2
on the face of it,C2
be on (your) guard,C2
on the spur of the moment,C2
be on the same wavelength,C2
on the spot,C2
open your heart,C2
keep your eyes open (for sb/sth),C2
down and out,C2
the ins and outs of sth,C2
the jury is (still) out,C2
out of your depth,C2
(be) out of line,C2
get out of hand,C2
hold your own,C2
part and parcel,C2
the military,C1
regards,B1
No problem.,A2
No problem.,A2
a pile of/ piles of sth,B2
be a piece of cake,B2
in/with regard to sth,B2
require sb to do sth,B2
make a run for it,C2
hit the roof,C2
not be/come up to scratch,C2
have a chip on your shoulder,C2
rub it in,C2
"scare the hell/life/living daylights, etc. out of sb",C2
a riot of sth,C2
keep in shape,B2
out of shape,C2
keep/break a promise,B2
at this rate,C2
at any rate,C2
round of applause,C2
in response to,B2
put pressure on sb,B2
"raise a question/subject, etc.",B2
it goes without saying,B2
raise your voice,C1
to say the least,C1
needless to say,C1
safe to say,C1
"share your problems/thoughts/ideas, etc.",C1
ring hollow,C2
all shapes and sizes,C2
out of season,C1
hold/keep/take sb prisoner,C2
"retreat to/into, etc.",C2
"put sth down/in/on, etc.",A1
set a date/time (for sth),B1
put an end to sth,B2
"rub sth into/on, etc.",B2
put something into practice,C1
put sth to one side,C2
"first/second/third/final, etc., round",B2
out of season,C2
on the road,C1
recharge your batteries,C2
"bear a/little/no, etc. resemblance to sth/sb",C2
to sb's satisfaction,C2
take/accept/claim responsibility for sth,B2
"a sheet of paper/glass, etc.",A2
Route,B1
in person,B2
the pros and cons,B2
roots,B2
in a row,B2
 in the long run,B2
in season,B2
first-/second-/third-rate,C1
in the region of sth,C1
mouth of a river,C1
the root of sth,C1
on show,C1
bits and pieces,C2
on principle,C2
in the process,C2
be in the process of doing sth,C2
have/keep your finger on the pulse,C2
a last resort,C2
"sb's rise to fame/power, etc.",C2
give rise to sth,C2
a roof over your head,C2
a run of sth,C2
(the) seeds of sth,C2
keep a low profile,C1
from scratch,C1
go/fall to pieces,C2
pick up the pieces,C2
be poles apart,C2
go through the roof,C2
send shivers/a shiver down your spine,C2
a shoulder to cry on,C2
the public,B1
in progress,B2
in reverse,C1
the opposite sex,C1
peace of mind,C2
fall prey to sth,C2
invade sb's privacy,C2
an invasion of privacy,C2
swallow your pride,C2
Road,A1
"in good/bad, etc. shape",B2
come to the/sb's rescue,C2
beyond/without a/the shadow of a doubt,C2
take shape,C2
your (fair) share of sth,C2
learn/know the ropes,C2
the people,C1
the perfect (tense),B2
"peek out/at/through, etc.",C2
"peep through/at/out, etc.",C2
proceed to do sth,C2
"rise to/through, etc.",C2
show sb what to do/how to do sth,B1
be said to be,B2
seize a chance/opportunity,B2
"present a problem/conflict/danger, etc.",C1
put sb in a difficult position,C1
put your mind to it,C1
put a stop to sth,C1
"satisfy conditions/needs/requirements, etc.",C1
say sth to yourself,C1
like I said,C1
sad to say,C1
"be posted to France/London/Singapore, etc.",C2
prompt sb to do sth ,C2
prove yourself,C2
put sb to death,C2
put sb/sth first,C2
put sb to death,C2
put sb/sth first,C2
"raise hopes/fears/doubts, etc.",C2
rob sb of sth,C2
to say nothing of sth,C2
keep sb posted,C1
easier said than done,C1
pick up the pieces,C2
put your finger on sth,C2
put your foot down,C2
put your feet up,C2
put sb in their place,C2
put sb on the spot,C2
put your finger on sth,C2
put your foot down,C2
put your feet up,C2
put your foot in your mouth,C2
send shivers/a shiver down your spine,C2
"rip sth out/off/from, etc.",C1
"anything/as/what/whatever, etc. you please",C2
read between the lines,C2
ring a bell,C2
in reference to sth,B2
with respect to sth,B2
in the picture,C2
quite a bit,B1
rip sb off,C2
"remain at/in/with, etc.",B2
a plethora of sth,C2
pose a/the question,C2
pose a/the question,C2
relative to sth,C2
pretty much/well,B2
"the same old story/thing/people, etc.",C1
get the picture,C2
if/when push comes to shove,C2
pleased to meet you,A2
be responsible for sth/doing sth ,B2
be responsible for sb/sth/doing sth ,B1
the prosecution,C2
relations,B2
Really?,A2
not really,B1
"relatively good/bad/cheap, etc.",B2
"reasonably good/successful/well, etc.",B2
take sb/sth seriously,B2
the radio,A1
the press,B2
play sth by ear,C2
shake off sth or shake sth off,C2
pull a muscle,C2
a sharp pain,C2
pick on sb ,B2
point out sth or point sth out,B2
put down sb or put sb down,B2
read out sth or read sth out,B2
read over/through sth or read sth over/through,B2
refer to sb/sth,B2
set out sth or set sth out,B2
put sth forward or put forward sth,C1
run down sb/sth or run sb/sth down,C1
rule out sb/sth or rule sb/sth out,C2
see you,A1
"see you later/soon/tomorrow, etc.",A1
a pity,A2
the point,B2
put pressure on sb,B2
protest (about/against sth),B2
push (sb) for sth/to do sth,B2
"reach a decision/agreement/conclusion, etc.",B2
make sense,B2
safe to say,C1
all/just the same,C1
I'll/we'll see,C1
in a sense,C1
in short,C1
pay sb a compliment,C2
pay tribute to sb/sth,C2
make sth public,C2
press charges,C2
the same,A1
 quite a few/a lot,A2
be short of sth,B1
out of proportion,C2
pick up sth or pick sth up,B2
"a dance/language/riding, etc. school",A2
pay back sb/sth or pay sb/sth back,B1
pay off sth or pay sth off,B2
set sth aside or set aside sth,B2
put sth aside,C1
it rains/it is raining,A1
pick up sb/sth or pick sb/sth up,A2
pick up sb/sth or pick sb/sth up,A2
put on sth or put sth on,A2
put on sth or put sth on,A2
put away sth or put sth away,B1
put back sth or put sth back,B1
put down sb/sth or put sb/sth down,B1
put off sth/doing sth or put sth off,B1
put out sth or put sth out,B1
put up sth or put sth up,B1
put up sth or put sth up,B1
show sb around,B1
run away,B2
run into sb,B2
see to sth/sb ,B2
set up sth or set sth up,B2
settle down,B2
plunge sth into sth,C2
plunge into sth,C2
run around,C2
seal off sth or seal sth off,C2
send sth out or send out sth,C2
pay attention (to sth),B1
pull sth off/out/up,B1
get rid of sth,B1
pay sb/sth a visit or pay a visit to sb/sth,B2
pitch a tent,B2
take sb's place,B2
"place sth in/on, etc.",B2
"pull yourself along/up, etc.",B2
push yourself,B2
"can/can't/could, etc. reach (sth)",B2
"rest your eyes/feet/legs, etc.",B2
return to sth,B2
"roll (sth) across/around/over, etc.",B2
set an example,B2
put something into practice,C1
"peer at/into/through, etc.",C2
"run sth along/over/through, etc. sth",C2
"scramble down/out/up, etc.",C2
"set sth down/on, etc.",C2
"shoot across/out/up, etc.",C2
put on sth or put sth on,B1
(be) in your seventies/70s,B2
pour sth out or pour out sth,B2
put off sb or put sb off (sb/sth/doing sth),B2
put up with sth/sb ,B2
rely on sb/sth ,B2
settle in,C1
a shame,A2
would rather,B1
"seem happy/a nice person, etc. ",B1
a sense of humor,B1
play a joke/trick on sb,B2
be too proud (to do sth),B2
go red,B2
take a risk,B2
sb's strong point,C1
the right,C2
relate to sb,C1
sell out,B2
for sale,A2
"in first/second/third, etc. place",B1
on sale,B1
sales,B2
"scroll up/down/through, etc.",C2
set off,B1
set out,B1
set sail,C2
